root,emotion,duration,actor,condition,microphone
./studio021/con/s021_con_actor077_script3_2_1a.flac,Neutral,4.666009070294785,actor077,studio,con
./studio021/con/s021_con_actor077_script3_2_4b.flac,Frustrated,6.485011337868481,actor077,studio,con
./studio021/con/s021_con_actor077_script3_2_4a.flac,Sad,5.482993197278912,actor077,studio,con
./studio021/con/s021_con_actor078_impro6_3.flac,Neutral,7.602993197278912,actor078,studio,con
./studio021/con/s021_con_actor078_impro6_1.flac,Neutral,2.31,actor078,studio,con
./studio021/con/s021_con_actor077_script3_2_5b.flac,Frustrated,5.691995464852607,actor077,studio,con
./studio021/con/s021_con_actor078_impro6_9.flac,Happy,11.188004535147392,actor078,studio,con
./studio021/con/s021_con_actor078_impro6_11.flac,Happy,5.365011337868481,actor078,studio,con
./studio021/con/s021_con_actor078_impro6_8.flac,Happy,8.349002267573697,actor078,studio,con
./studio021/con/s021_con_actor078_impro6_10.flac,Neutral,2.7250113378684806,actor078,studio,con
./studio021/con/s021_con_actor078_impro6_12.flac,Happy,5.9170068027210885,actor078,studio,con
./studio021/con/s021_con_actor078_impro6_16.flac,Neutral,3.019002267573696,actor078,studio,con
./studio021/con/s021_con_actor078_impro6_14.flac,Neutral,2.1370068027210882,actor078,studio,con
./studio021/con/s021_con_actor078_impro7_1.flac,Frustrated,2.2670068027210886,actor078,studio,con
./studio021/con/s021_con_actor078_impro6_18.flac,Neutral,2.539002267573696,actor078,studio,con
./studio021/con/s021_con_actor078_impro7_6.flac,Frustrated,6.455011337868481,actor078,studio,con
./studio021/con/s021_con_actor078_impro7_5.flac,Frustrated,6.11,actor078,studio,con
./studio021/con/s021_con_actor078_impro7_4.flac,Frustrated,2.7539909297052154,actor078,studio,con
./studio021/con/s021_con_actor078_impro7_11.flac,Frustrated,7.645011337868481,actor078,studio,con
./studio021/con/s021_con_actor078_impro7_8.flac,Frustrated,6.9570068027210885,actor078,studio,con
./studio021/con/s021_con_actor078_impro7_9.flac,Frustrated,5.035011337868481,actor078,studio,con
./studio021/con/s021_con_actor078_impro7_13.flac,Frustrated,4.360997732426304,actor078,studio,con
./studio021/con/s021_con_actor078_impro8_1.flac,Neutral,0.86,actor078,studio,con
./studio021/con/s021_con_actor078_impro8_2.flac,Neutral,4.043990929705215,actor078,studio,con
./studio021/con/s021_con_actor078_impro8_3.flac,Neutral,15.123990929705215,actor078,studio,con
./studio021/con/s021_con_actor078_impro8_6.flac,Neutral,5.126009070294785,actor078,studio,con
./studio021/con/s021_con_actor078_impro8_8.flac,Neutral,4.616009070294784,actor078,studio,con
./studio021/con/s021_con_actor078_impro8_7.flac,Neutral,6.909002267573696,actor078,studio,con
./studio021/con/s021_con_actor078_impro8_5.flac,Neutral,14.200997732426304,actor078,studio,con
./studio021/con/s021_con_actor078_impro8_9.flac,Neutral,4.967006802721088,actor078,studio,con
./studio021/con/s021_con_actor078_impro8_11.flac,Neutral,5.095011337868481,actor078,studio,con
./studio021/con/s021_con_actor078_impro8_10.flac,Frustrated,5.35,actor078,studio,con
./studio021/con/s021_con_actor078_impro9_3.flac,Frustrated,13.177006802721088,actor078,studio,con
./studio021/con/s021_con_actor078_impro9_4.flac,Frustrated,4.572993197278912,actor078,studio,con
./studio021/con/s021_con_actor078_impro9_7.flac,Frustrated,1.7139909297052154,actor078,studio,con
./studio021/con/s021_con_actor078_impro9_5.flac,Frustrated,8.867006802721088,actor078,studio,con
./studio021/con/s021_con_actor078_impro9_8.flac,Frustrated,8.340997732426304,actor078,studio,con
./studio021/con/s021_con_actor078_impro9_6.flac,Frustrated,11.153990929705216,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_2.flac,Angry,6.0619954648526075,actor078,studio,con
./studio021/con/s021_con_actor078_impro9_9.flac,Frustrated,4.99,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_3.flac,Frustrated,2.465011337868481,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_5.flac,Angry,2.19,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_4.flac,Angry,2.6250113378684805,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_10.flac,Angry,1.2619954648526077,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_8.flac,Angry,3.1029931972789115,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_9.flac,Angry,7.846009070294785,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_16.flac,Angry,5.612993197278912,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_14.flac,Angry,0.7970068027210885,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_13.flac,Angry,3.32,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_18.flac,Frustrated,5.148004535147392,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_20.flac,Frustrated,0.8850113378684807,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_25.flac,Frustrated,1.5950113378684807,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_21.flac,Angry,3.118004535147392,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_23.flac,Angry,2.61,actor078,studio,con
./studio021/con/s021_con_actor078_script1_1_2a.flac,Frustrated,3.341995464852608,actor078,studio,con
./studio021/con/s021_con_actor078_impro10_26.flac,Angry,4.611995464852607,actor078,studio,con
./studio021/con/s021_con_actor078_script1_1_1a.flac,Neutral,4.007006802721088,actor078,studio,con
./studio021/con/s021_con_actor078_script1_1_1b.flac,Neutral,3.828004535147392,actor078,studio,con
./studio021/con/s021_con_actor078_script1_1_3b.flac,Happy,3.2929931972789115,actor078,studio,con
./studio021/con/s021_con_actor078_script1_1_4a.flac,Frustrated,4.559002267573696,actor078,studio,con
./studio021/con/s021_con_actor078_script1_2_1a.flac,Neutral,3.9739909297052156,actor078,studio,con
./studio021/con/s021_con_actor078_script1_2_1b.flac,Neutral,3.9260090702947847,actor078,studio,con
./studio021/con/s021_con_actor078_script1_2_2a.flac,Neutral,3.73,actor078,studio,con
./studio021/con/s021_con_actor078_script1_1_5b.flac,Frustrated,4.526009070294784,actor078,studio,con
./studio021/con/s021_con_actor078_script1_2_3b.flac,Happy,3.1150113378684807,actor078,studio,con
./studio021/con/s021_con_actor078_script1_2_3a.flac,Happy,3.211995464852608,actor078,studio,con
./studio021/con/s021_con_actor078_script2_1_1b.flac,Neutral,4.281995464852607,actor078,studio,con
./studio021/con/s021_con_actor078_script2_1_1a.flac,Neutral,4.330997732426304,actor078,studio,con
./studio021/con/s021_con_actor078_script2_1_2a.flac,Frustrated,3.7960090702947844,actor078,studio,con
./studio021/con/s021_con_actor078_script1_2_5b.flac,Frustrated,3.7790022675736963,actor078,studio,con
./studio021/con/s021_con_actor078_script2_1_3b.flac,Happy,3.7629931972789117,actor078,studio,con
./studio021/con/s021_con_actor078_script2_2_1a.flac,Neutral,4.25,actor078,studio,con
./studio021/con/s021_con_actor078_script2_2_1b.flac,Neutral,4.200997732426304,actor078,studio,con
./studio021/con/s021_con_actor078_script2_2_3b.flac,Happy,3.6019954648526076,actor078,studio,con
./studio021/con/s021_con_actor078_script3_1_1a.flac,Neutral,4.72,actor078,studio,con
./studio021/con/s021_con_actor078_script3_1_2a.flac,Frustrated,4.347006802721088,actor078,studio,con
./studio021/con/s021_con_actor078_script3_1_3a.flac,Frustrated,4.152993197278912,actor078,studio,con
./studio021/con/s021_con_actor078_script3_1_3b.flac,Angry,3.8119954648526075,actor078,studio,con
./studio021/con/s021_con_actor078_script3_1_2b.flac,Angry,3.8929931972789116,actor078,studio,con
./studio021/con/s021_con_actor078_script3_2_1a.flac,Neutral,4.622993197278912,actor078,studio,con
./studio021/con/s021_con_actor078_script3_2_1b.flac,Neutral,4.622993197278912,actor078,studio,con
./studio021/con/s021_con_actor078_script3_2_3b.flac,Angry,3.715011337868481,actor078,studio,con
./studio021/con/s021_con_actor078_script3_2_4b.flac,Sad,5.4990022675736965,actor078,studio,con
./studio021/con/s021_con_actor078_script3_2_5b.flac,Frustrated,4.526009070294784,actor078,studio,con
./studio021/con/s021_con_actor078_script3_2_5a.flac,Neutral,4.509002267573696,actor078,studio,con
./studio022/con/s022_con_actor080_impro6_5.flac,Happy,1.0819954648526078,actor080,studio,con
./studio022/con/s022_con_actor080_impro6_4.flac,Happy,11.080997732426304,actor080,studio,con
./studio022/con/s022_con_actor080_impro6_1.flac,Neutral,2.2929931972789115,actor080,studio,con
./studio022/con/s022_con_actor080_impro6_2.flac,Happy,6.463990929705216,actor080,studio,con
./studio022/con/s022_con_actor080_impro6_7.flac,Happy,3.1839909297052156,actor080,studio,con
./studio022/con/s022_con_actor080_impro6_6.flac,Happy,12.96,actor080,studio,con
./studio022/con/s022_con_actor080_impro6_9.flac,Happy,11.559002267573696,actor080,studio,con
./studio022/con/s022_con_actor080_impro6_11.flac,Happy,9.742993197278912,actor080,studio,con
./studio022/con/s022_con_actor080_impro6_10.flac,Happy,2.8339909297052155,actor080,studio,con
./studio022/con/s022_con_actor080_impro7_1.flac,Frustrated,2.231995464852608,actor080,studio,con
./studio022/con/s022_con_actor080_impro6_12.flac,Happy,1.1780045351473922,actor080,studio,con
./studio022/con/s022_con_actor080_impro6_14.flac,Happy,5.7319954648526075,actor080,studio,con
./studio022/con/s022_con_actor080_impro7_3.flac,Frustrated,3.3029931972789117,actor080,studio,con
./studio022/con/s022_con_actor080_impro7_4.flac,Frustrated,3.0270068027210884,actor080,studio,con
./studio022/con/s022_con_actor080_impro7_10.flac,Frustrated,4.173990929705216,actor080,studio,con
./studio022/con/s022_con_actor080_impro7_12.flac,Frustrated,6.238004535147392,actor080,studio,con
./studio022/con/s022_con_actor080_impro7_9.flac,Frustrated,3.119002267573696,actor080,studio,con
./studio022/con/s022_con_actor080_impro7_8.flac,Frustrated,3.3329931972789115,actor080,studio,con
./studio022/con/s022_con_actor080_impro7_13.flac,Frustrated,7.0180045351473925,actor080,studio,con
./studio022/con/s022_con_actor080_impro7_17.flac,Frustrated,6.6060090702947845,actor080,studio,con
./studio022/con/s022_con_actor080_impro7_15.flac,Frustrated,1.1460090702947845,actor080,studio,con
./studio022/con/s022_con_actor080_impro7_14.flac,Frustrated,6.529002267573696,actor080,studio,con
./studio022/con/s022_con_actor080_impro7_19.flac,Frustrated,6.666009070294785,actor080,studio,con
./studio022/con/s022_con_actor080_impro7_18.flac,Frustrated,2.8750113378684805,actor080,studio,con
./studio022/con/s022_con_actor080_impro8_2.flac,Neutral,2.2539909297052154,actor080,studio,con
./studio022/con/s022_con_actor080_impro8_1.flac,Neutral,2.0490022675736963,actor080,studio,con
./studio022/con/s022_con_actor080_impro8_4.flac,Neutral,10.150997732426303,actor080,studio,con
./studio022/con/s022_con_actor080_impro8_6.flac,Neutral,6.9990022675736965,actor080,studio,con
./studio022/con/s022_con_actor080_impro8_5.flac,Neutral,8.197006802721088,actor080,studio,con
./studio022/con/s022_con_actor080_impro8_3.flac,Neutral,3.5939909297052153,actor080,studio,con
./studio022/con/s022_con_actor080_impro8_7.flac,Neutral,7.677006802721088,actor080,studio,con
./studio022/con/s022_con_actor080_impro8_10.flac,Neutral,12.689002267573697,actor080,studio,con
./studio022/con/s022_con_actor080_impro8_9.flac,Neutral,4.602993197278912,actor080,studio,con
./studio022/con/s022_con_actor080_impro8_11.flac,Neutral,5.3119954648526075,actor080,studio,con
./studio022/con/s022_con_actor080_impro8_12.flac,Neutral,11.77501133786848,actor080,studio,con
./studio022/con/s022_con_actor080_impro8_15.flac,Neutral,10.766009070294784,actor080,studio,con
./studio022/con/s022_con_actor080_impro9_3.flac,Frustrated,5.015011337868481,actor080,studio,con
./studio022/con/s022_con_actor080_impro9_8.flac,Frustrated,5.046009070294785,actor080,studio,con
./studio022/con/s022_con_actor080_impro9_5.flac,Sad,2.2629931972789117,actor080,studio,con
./studio022/con/s022_con_actor080_impro9_6.flac,Frustrated,4.097006802721088,actor080,studio,con
./studio022/con/s022_con_actor080_impro9_11.flac,Frustrated,4.159002267573696,actor080,studio,con
./studio022/con/s022_con_actor080_impro9_12.flac,Sad,5.627006802721088,actor080,studio,con
./studio022/con/s022_con_actor080_impro9_10.flac,Frustrated,3.6850113378684806,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_4.flac,Frustrated,4.526009070294784,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_6.flac,Frustrated,3.8070068027210886,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_7.flac,Frustrated,3.15,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_9.flac,Frustrated,5.596009070294785,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_10.flac,Frustrated,5.826009070294784,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_11.flac,Frustrated,3.4709977324263037,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_8.flac,Frustrated,1.9419954648526077,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_16.flac,Frustrated,4.495011337868481,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_12.flac,Frustrated,5.04501133786848,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_14.flac,Frustrated,3.1039909297052155,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_15.flac,Frustrated,2.5229931972789115,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_20.flac,Frustrated,3.195011337868481,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_17.flac,Frustrated,6.406009070294784,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_19.flac,Frustrated,2.1550113378684808,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_18.flac,Frustrated,4.128004535147392,actor080,studio,con
./studio022/con/s022_con_actor080_script1_1_1b.flac,Neutral,3.4580045351473925,actor080,studio,con
./studio022/con/s022_con_actor080_script1_1_2a.flac,Frustrated,3.3750113378684805,actor080,studio,con
./studio022/con/s022_con_actor080_script1_1_1a.flac,Neutral,3.3909977324263036,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_23.flac,Frustrated,1.4219954648526076,actor080,studio,con
./studio022/con/s022_con_actor080_impro10_22.flac,Frustrated,4.786009070294784,actor080,studio,con
./studio022/con/s022_con_actor080_script1_1_3a.flac,Happy,3.4250113378684808,actor080,studio,con
./studio022/con/s022_con_actor080_script1_1_4b.flac,Sad,5.33,actor080,studio,con
./studio022/con/s022_con_actor080_script1_1_3b.flac,Happy,3.7419954648526077,actor080,studio,con
./studio022/con/s022_con_actor080_script1_2_1a.flac,Neutral,3.5219954648526075,actor080,studio,con
./studio022/con/s022_con_actor080_script1_2_1b.flac,Neutral,3.7380045351473923,actor080,studio,con
./studio022/con/s022_con_actor080_script1_1_5b.flac,Frustrated,5.4970068027210885,actor080,studio,con
./studio022/con/s022_con_actor080_script1_2_3b.flac,Happy,3.5529931972789117,actor080,studio,con
./studio022/con/s022_con_actor080_script1_2_5a.flac,Frustrated,4.680997732426304,actor080,studio,con
./studio022/con/s022_con_actor080_script2_1_1a.flac,Neutral,4.093990929705216,actor080,studio,con
./studio022/con/s022_con_actor080_script2_1_1b.flac,Neutral,4.279002267573696,actor080,studio,con
./studio022/con/s022_con_actor080_script2_1_4a.flac,Sad,7.488004535147392,actor080,studio,con
./studio022/con/s022_con_actor080_script2_2_1a.flac,Neutral,4.0790022675736965,actor080,studio,con
./studio022/con/s022_con_actor080_script2_2_3b.flac,Sad,4.293990929705215,actor080,studio,con
./studio022/con/s022_con_actor080_script2_2_4b.flac,Sad,8.518004535147393,actor080,studio,con
./studio022/con/s022_con_actor080_script3_1_1b.flac,Neutral,4.720997732426304,actor080,studio,con
./studio022/con/s022_con_actor080_script3_1_1a.flac,Neutral,4.839002267573696,actor080,studio,con
./studio022/con/s022_con_actor080_script3_1_3b.flac,Sad,4.661995464852608,actor080,studio,con
./studio022/con/s022_con_actor080_script3_1_4a.flac,Sad,6.431995464852608,actor080,studio,con
./studio022/con/s022_con_actor080_script3_1_4b.flac,Sad,7.346009070294785,actor080,studio,con
./studio022/con/s022_con_actor080_script3_2_2b.flac,Frustrated,4.217006802721088,actor080,studio,con
./studio022/con/s022_con_actor080_script3_2_4b.flac,Sad,8.350997732426304,actor080,studio,con
./studio023/con/s023_con_actor085_impro6_1.flac,Neutral,2.0229931972789115,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_2.flac,Neutral,2.9180045351473924,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_3.flac,Neutral,5.629002267573696,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_8.flac,Happy,1.6119954648526078,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_7.flac,Neutral,1.9929931972789117,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_14.flac,Neutral,3.9139909297052156,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_13.flac,Happy,2.711995464852608,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_10.flac,Neutral,3.6650113378684805,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_11.flac,Neutral,7.637006802721088,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_12.flac,Neutral,2.6819954648526076,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_18.flac,Neutral,2.2429931972789117,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_17.flac,Neutral,1.759002267573696,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_15.flac,Neutral,2.8439909297052153,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_19.flac,Neutral,1.6860090702947845,actor085,studio,con
./studio023/con/s023_con_actor085_impro7_3.flac,Frustrated,7.037006802721089,actor085,studio,con
./studio023/con/s023_con_actor085_impro7_4.flac,Frustrated,3.87,actor085,studio,con
./studio023/con/s023_con_actor085_impro6_20.flac,Neutral,2.419002267573696,actor085,studio,con
./studio023/con/s023_con_actor085_impro7_8.flac,Frustrated,3.679002267573696,actor085,studio,con
./studio023/con/s023_con_actor085_impro7_10.flac,Frustrated,0.9090022675736962,actor085,studio,con
./studio023/con/s023_con_actor085_impro8_2.flac,Frustrated,9.119002267573697,actor085,studio,con
./studio023/con/s023_con_actor085_impro8_3.flac,Frustrated,3.5770068027210886,actor085,studio,con
./studio023/con/s023_con_actor085_impro8_5.flac,Frustrated,6.685011337868481,actor085,studio,con
./studio023/con/s023_con_actor085_impro8_4.flac,Frustrated,8.825011337868482,actor085,studio,con
./studio023/con/s023_con_actor085_impro8_10.flac,Frustrated,11.873990929705215,actor085,studio,con
./studio023/con/s023_con_actor085_impro8_11.flac,Frustrated,7.066009070294784,actor085,studio,con
./studio023/con/s023_con_actor085_impro8_8.flac,Frustrated,9.733990929705216,actor085,studio,con
./studio023/con/s023_con_actor085_impro8_9.flac,Neutral,6.245011337868481,actor085,studio,con
./studio023/con/s023_con_actor085_impro9_1.flac,Neutral,13.04,actor085,studio,con
./studio023/con/s023_con_actor085_impro8_13.flac,Neutral,7.211995464852608,actor085,studio,con
./studio023/con/s023_con_actor085_impro9_3.flac,Neutral,10.162993197278912,actor085,studio,con
./studio023/con/s023_con_actor085_impro9_5.flac,Neutral,4.562993197278912,actor085,studio,con
./studio023/con/s023_con_actor085_impro9_6.flac,Neutral,2.775011337868481,actor085,studio,con
./studio023/con/s023_con_actor085_impro9_7.flac,Neutral,7.439002267573696,actor085,studio,con
./studio023/con/s023_con_actor085_impro9_11.flac,Neutral,0.8339909297052154,actor085,studio,con
./studio023/con/s023_con_actor085_impro9_10.flac,Neutral,7.490997732426304,actor085,studio,con
./studio023/con/s023_con_actor085_impro9_9.flac,Neutral,2.8260090702947847,actor085,studio,con
./studio023/con/s023_con_actor085_impro9_12.flac,Neutral,4.358004535147392,actor085,studio,con
./studio023/con/s023_con_actor085_impro9_8.flac,Neutral,4.937006802721088,actor085,studio,con
./studio023/con/s023_con_actor085_impro9_17.flac,Neutral,6.589002267573696,actor085,studio,con
./studio023/con/s023_con_actor085_impro9_13.flac,Neutral,0.7490022675736961,actor085,studio,con
./studio023/con/s023_con_actor085_impro9_14.flac,Neutral,6.162993197278912,actor085,studio,con
./studio023/con/s023_con_actor085_impro10_5.flac,Frustrated,3.4229931972789114,actor085,studio,con
./studio023/con/s023_con_actor085_impro10_4.flac,Frustrated,2.059002267573696,actor085,studio,con
./studio023/con/s023_con_actor085_impro10_3.flac,Frustrated,4.905011337868481,actor085,studio,con
./studio023/con/s023_con_actor085_impro10_9.flac,Frustrated,3.3339909297052155,actor085,studio,con
./studio023/con/s023_con_actor085_impro10_10.flac,Angry,1.0370068027210884,actor085,studio,con
